trace,total_requests,success_requests,error_requests,error_rate,duration_s,total_tokens,e2e_tokens_per_s,success_req_per_s,e2e_latency_p50_s,e2e_latency_p99_s,ttft_p50_s,ttft_p99_s,tpot_p50_s,tpot_p99_s,users_seen,jain_total_tokens,jain_output_tokens,jain_success_count,jain_eff_output_tput
/Users/bytedance/cuhk/aibrix/output/session_parquet_adversarial_00012_bucket5k_wrap/compare_run3_slow8004/basic/vtc-basic.trace.jsonl,400,400,0,0.0,179.96620425,435315.0,2418.8708197417013,2.222639532055364,23.378970916500002,61.348388231760005,21.0557169165,58.12894462642,0.004054257760625006,0.004581109843750152,8,0.8878035190145801,0.6463842426012061,1.0,0.6862509492828406
