trace,total_requests,success_requests,error_requests,error_rate,duration_s,total_tokens,e2e_tokens_per_s,success_req_per_s,e2e_latency_p50_s,e2e_latency_p99_s,ttft_p50_s,ttft_p99_s,tpot_p50_s,tpot_p99_s,users_seen,jain_total_tokens,jain_output_tokens,jain_success_count,jain_eff_output_tput
/Users/bytedance/cuhk/aibrix/output/session_parquet_adversarial_00012_bucket5k/compare_run1/basic/vtc-basic.trace.jsonl,400,400,0,0.0,133.843176958,435315.0,3252.425785862823,2.9885722163149198,49.4751508955,131.01674988783003,48.7765182705,130.68804204417,0.0013080500128125026,0.0017164748632812277,8,0.8878035190145801,0.6463842426012061,1.0,0.6544996577442199
