trace,total_requests,success_requests,error_requests,error_rate,duration_s,total_tokens,e2e_tokens_per_s,success_req_per_s,e2e_latency_p50_s,e2e_latency_p99_s,ttft_p50_s,ttft_p99_s,tpot_p50_s,tpot_p99_s,users_seen,jain_total_tokens,jain_output_tokens,jain_success_count,jain_eff_output_tput
/Users/bytedance/cuhk/aibrix/output/session_parquet_adversarial_00012/random.warmup.for_basic.trace.jsonl,400,400,0,0.0,3.4710452089999997,435315.0,125413.23255349166,115.23906371569245,1.8535993960000001,3.00184753533,0.7187064585,1.30186888408,0.0017035916925,0.0027075740639062487,8,0.8878035190145801,0.6463842426012061,1.0,0.7945429542382082
