trace,total_requests,success_requests,error_requests,error_rate,duration_s,total_tokens,e2e_tokens_per_s,success_req_per_s,e2e_latency_p50_s,e2e_latency_p99_s,ttft_p50_s,ttft_p99_s,tpot_p50_s,tpot_p99_s,users_seen,jain_total_tokens,jain_output_tokens,jain_success_count,jain_eff_output_tput
/Users/bytedance/cuhk/aibrix/output/session_parquet_stress_00012/vtc-basic.trace.jsonl,400,400,0,0.0,2.4711615,348548.0,141046.22461947548,161.86720293270997,0.6733680834999999,1.4385282787499996,0.07729974999999989,0.33729842541999966,0.0008689303558424525,0.0011105937240954826,8,0.9798596086547594,0.9907680705312688,1.0,0.997462109665888
