trace,total_requests,success_requests,error_requests,error_rate,duration_s,total_tokens,e2e_tokens_per_s,success_req_per_s,e2e_latency_p50_s,e2e_latency_p99_s,ttft_p50_s,ttft_p99_s,tpot_p50_s,tpot_p99_s,users_seen,jain_total_tokens,jain_output_tokens,jain_success_count,jain_eff_output_tput
/Users/bytedance/cuhk/aibrix/output/session_parquet_adversarial_00012_bucket5k_wrap/compare_run2/basic/vtc-basic.trace.jsonl,400,400,0,0.0,176.659767083,435315.0,2464.1434050769244,2.264239371560295,23.124209646,59.10581271042,20.901898708,56.79763251033,0.0041380991834781165,0.005011102657500024,8,0.8878035190145801,0.6463842426012061,1.0,0.6668084170737084
