trace,total_requests,success_requests,error_requests,error_rate,duration_s,total_tokens,e2e_tokens_per_s,success_req_per_s,e2e_latency_p50_s,e2e_latency_p99_s,ttft_p50_s,ttft_p99_s,tpot_p50_s,tpot_p99_s,users_seen,jain_total_tokens,jain_output_tokens,jain_success_count,jain_eff_output_tput
/Users/bytedance/cuhk/aibrix/output/session_parquet_stress_00012_tiktoken400/random.warmup.trace.jsonl,400,400,0,0.0,2.975353875,387646.0,130285.67904380785,134.43779019394793,1.139517417,1.9390654233299998,0.5502293125,1.23916716658,0.0017270351574999996,0.0020108510329010106,8,0.9959545841851443,0.9977981060698435,1.0,0.9987815120878407
