trace,total_requests,success_requests,error_requests,error_rate,duration_s,total_tokens,e2e_tokens_per_s,success_req_per_s,e2e_latency_p50_s,e2e_latency_p99_s,ttft_p50_s,ttft_p99_s,tpot_p50_s,tpot_p99_s,users_seen,jain_total_tokens,jain_output_tokens,jain_success_count,jain_eff_output_tput
/Users/bytedance/cuhk/aibrix/output/session_parquet_stress_00012_tiktoken400/vtc-basic.trace.jsonl,400,400,0,0.0,2.922539917,387646.0,132640.10450126557,136.86724950213915,0.9546346250000001,1.5630099566699998,0.308901396,0.8617207177499999,0.0017300428125,0.001972108667575207,8,0.9959545841851443,0.9977981060698435,1.0,0.9987729209231254
